Rank,Name,Category,USDC Amount (USD),% of Total
2111,Sonus Exchange CLMM,Dexs,208.00,0.0000%
2112,Golff Protocol,Yield,204.73,0.0000%
2113,TTswap,Dexs,204.47,0.0000%
2114,JaguarSwap,Yield,202.70,0.0000%
2115,MiniSwap,Dexs,201.81,0.0000%
2116,Supervaults,Liquidity Manager,199.94,0.0000%
2117,Garbi Protocol,Yield,199.74,0.0000%
2118,MintSwap,Farm,198.28,0.0000%
2119,GFEX,Prediction Market,197.60,0.0000%
2120,Perfect Pool,Prediction Market,193.49,0.0000%
2121,Asset Chain Swap,Dexs,192.97,0.0000%
2122,Wild Credit,Lending,189.88,0.0000%
2123,Denaria,Derivatives,188.01,0.0000%
2124,Oaswap,Dexs,186.51,0.0000%
2125,LFGSwap EthereumPoW,Dexs,181.36,0.0000%
2126,ViperSwap,Dexs,180.71,0.0000%
2127,casinocronos,Dexs,177.43,0.0000%
2128,Revert V3 Staker,Liquidity Manager,177.29,0.0000%
2129,Buffer Finance,Options,177.18,0.0000%
2130,OkieSwap V3,Dexs,176.88,0.0000%
2131,Strater,Yield,175.12,0.0000%
2132,Tropykus zkEVM,Lending,173.87,0.0000%
2133,Matrix Farm,Yield Aggregator,173.59,0.0000%
2134,Monolith,Yield Aggregator,173.37,0.0000%
2135,MarshmallowDeFi,Yield,172.34,0.0000%
2136,EazySwap,Dexs,171.82,0.0000%
2137,Trustin Finance,Lending,170.58,0.0000%
2138,Starksport,Dexs,169.75,0.0000%
2139,JSwap,Dexs,169.75,0.0000%
2140,SuperSwap V3,Dexs,163.18,0.0000%
2141,theGoblins,Yield,161.42,0.0000%
2142,Physica Finance,Dexs,160.56,0.0000%
2143,Chiliswap,Dexs,160.44,0.0000%
2144,MicroSwap,Yield,160.27,0.0000%
2145,CygnusDAO,Lending,158.91,0.0000%
2146,Keller Finance V3,Dexs,155.67,0.0000%
2147,Arbswap StableSwap,Dexs,154.88,0.0000%
2148,Synthswap V3,Dexs,154.66,0.0000%
2149,Memento,Yield,154.25,0.0000%
2150,LoopFi,Yield Aggregator,153.83,0.0000%
2151,Unknown,Yield,153.36,0.0000%
2152,Pump Markets,OTC Marketplace,151.92,0.0000%
2153,OpenSwap,Dexs,150.55,0.0000%
2154,Metavault AMM V2,Dexs,148.89,0.0000%
2155,DeGate,Dexs,147.89,0.0000%
2156,Arbitrum Exchange V3,Dexs,145.22,0.0000%
2157,ZenDEX,CDP,145.10,0.0000%
2158,PredMart,Prediction Market,144.11,0.0000%
2159,SupSwap V2,Dexs,142.19,0.0000%
2160,HyperJump,Dexs,140.27,0.0000%
2161,Sperax Demeter,Farm,139.11,0.0000%
2162,GPLX,Derivatives,138.05,0.0000%
2163,Burve Protocol,Dexs,135.60,0.0000%
2164,Owna,Lending,133.98,0.0000%
2165,BeamSwap Stable AMM,Dexs,133.85,0.0000%
2166,Zeus Finance,Yield,132.83,0.0000%
2167,Ithil,Leveraged Farming,131.16,0.0000%
2168,ElectroWizy,Yield,127.01,0.0000%
2169,ModeMax AMM,Dexs,127.00,0.0000%
2170,UniWswap UNIA Farms,Farm,126.88,0.0000%
2171,StakePoint,Farm,125.12,0.0000%
2172,Crust V1,Dexs,123.74,0.0000%
2173,Stronghands,Dexs,123.40,0.0000%
2174,KronosDAO,Reserve Currency,121.05,0.0000%
2175,Emerald Swap,Yield,118.42,0.0000%
2176,Hunny Finance,Yield,117.67,0.0000%
2177,SquadSwap V3,Dexs,116.58,0.0000%
2178,Zolidly Finance,Dexs,116.13,0.0000%
2179,WEEX,CEX,115.99,0.0000%
2180,Sugar Swap,Dexs,115.32,0.0000%
2181,Iguana Stableswap,Dexs,114.11,0.0000%
2182,TradingStrategy,Onchain Capital Allocator,113.97,0.0000%
2183,Aboard Exchange,Derivatives,113.74,0.0000%
2184,OpenDAO,Algo-Stables,110.31,0.0000%
2185,Possum Finance,Yield,110.21,0.0000%
2186,Jet Fixed Term,Lending,109.21,0.0000%
2187,YFX,Derivatives,108.89,0.0000%
2188,Bunicorn,Dexs,108.59,0.0000%
2189,OpenOcean,DEX Aggregator,108.43,0.0000%
2190,Gin Finance,Dexs,108.33,0.0000%
2191,Swyrl CL,Dexs,108.23,0.0000%
2192,Dexilla,Dexs,108.19,0.0000%
2193,StakeNova,Yield,107.76,0.0000%
2194,BetFolio,Prediction Market,105.98,0.0000%
2195,Bounce Finance,Launchpad,104.98,0.0000%
2196,Koyo Finance,Dexs,104.97,0.0000%
2197,Unicly,Dexs,104.84,0.0000%
2198,Dove Swap V2,Dexs,103.90,0.0000%
2199,Rainbow Bridge,Bridge,102.19,0.0000%
2200,VAX,Dexs,102.10,0.0000%
2201,ValleySwap,Dexs,101.43,0.0000%
2202,SpinaqDex,Dexs,100.66,0.0000%
2203,Sega Swap,Dexs,100.23,0.0000%
2204,ZenyDex,Lending,100.05,0.0000%
2205,BasaFish,RWA,99.98,0.0000%
2206,Hyperdrive,Yield,99.62,0.0000%
2207,Interlay Dex,Dexs,99.59,0.0000%
2208,PolyYeld Finance,Yield,99.36,0.0000%
2209,COREx Network,Dexs,97.78,0.0000%
2210,DackieSwap V2,Dexs,96.12,0.0000%
2211,Keller Finance V2,Dexs,95.74,0.0000%
2212,Monopoly Finance,Farm,95.41,0.0000%
2213,Solar Dex,Dexs,94.67,0.0000%
2214,Kawa Finance,Lending,94.08,0.0000%
2215,LineHub V3,Dexs,93.34,0.0000%
2216,ShiftDollar,Algo-Stables,91.95,0.0000%
2217,Fathom Lending,Lending,91.64,0.0000%
2218,Lovely Swap,Dexs,89.11,0.0000%
2219,Agora,Lending,89.00,0.0000%
2220,OctoSwap Classic,Dexs,88.78,0.0000%
2221,Lendle Yield,Yield,88.72,0.0000%
2222,JPOW AI,CDP,88.08,0.0000%
2223,P2PB2B,CEX,85.71,0.0000%
2224,Jolt,Lending,85.64,0.0000%
2225,ArthSwap V3,Dexs,85.52,0.0000%
2226,Sharelock,Dexs,84.29,0.0000%
2227,VaporDex V2,Dexs,84.16,0.0000%
2228,Quillswap,Dexs,83.41,0.0000%
2229,ZKFairSwap,Dexs,83.02,0.0000%
2230,VaporDex V1,Dexs,82.11,0.0000%
2231,Pandora,Dexs,81.79,0.0000%
2232,Hydrometer Finance,Dexs,79.93,0.0000%
2233,Ring Swap,Dexs,79.39,0.0000%
2234,NovaSwap V2,Dexs,78.49,0.0000%
2235,Tashi,Lending,77.94,0.0000%
2236,Dubble Exchange,Yield,77.02,0.0000%
2237,TrainSwap,Dexs,75.62,0.0000%
2238,KaleidoCube,Dexs,74.16,0.0000%
2239,FilDA,Lending,73.83,0.0000%
2240,Oceanos,CDP,73.24,0.0000%
2241,Roe Finance,Lending,72.71,0.0000%
2242,Mirage Protocol,Derivatives,72.18,0.0000%
2243,Frax USD,RWA,71.99,0.0000%
2244,Atlendis V2,RWA Lending,71.39,0.0000%
2245,Synthswap V2,Dexs,71.25,0.0000%
2246,Omni Exchange Flux,Dexs,70.67,0.0000%
2247,NewSpace Finance,Farm,70.49,0.0000%
2248,Astar Exchange V3,Dexs,70.31,0.0000%
2249,Vicuna Leveraged Farming,Leveraged Farming,70.17,0.0000%
2250,Native Swap,Dexs,69.34,0.0000%
2251,ko.one,Dexs,69.25,0.0000%
2252,Cyber Dog,Yield,67.59,0.0000%
2253,Pandora Swap,Dexs,67.16,0.0000%
2254,Orange Finance,Liquidity Manager,66.83,0.0000%
2255,HoldStation DeFutures,Derivatives,65.87,0.0000%
2256,Bril Finance,Yield Aggregator,65.24,0.0000%
2257,Interest Protocol-SUI,Dexs,65.13,0.0000%
2258,Parity DEX,Dexs,64.91,0.0000%
2259,Mooncake Finance,Lending,64.69,0.0000%
2260,Gas404Swap,Dexs,63.73,0.0000%
2261,FlokiFi Locker,Token Locker,63.25,0.0000%
2262,Rivera Money,Liquidity Manager,61.78,0.0000%
2263,Dunes,Liquid Restaking,61.48,0.0000%
2264,NEST V2,Dexs,61.46,0.0000%
2265,Zircuit,Canonical Bridge,61.15,0.0000%
2266,Althea DEX,Dexs,61.08,0.0000%
2267,Satin Exchange,Dexs,61.06,0.0000%
2268,SoliSnek Finance,Dexs,60.66,0.0000%
2269,X Blue Finance,Yield,60.50,0.0000%
2270,Ginseng Swap,Dexs,60.16,0.0000%
2271,FireDAO,Yield,59.76,0.0000%
2272,Qubit,Lending,59.52,0.0000%
2273,Twindex,Options,59.17,0.0000%
2274,MetaCrono,Yield Aggregator,58.88,0.0000%
2275,Double Club,Yield Aggregator,57.63,0.0000%
2276,ZKcandy Bridge,Canonical Bridge,57.62,0.0000%
2277,SummitX Finance,Dexs,57.29,0.0000%
2278,Lighter V1,Dexs,57.26,0.0000%
2279,Robo-Advisor for Yield,Yield,55.90,0.0000%
2280,UniFarm,Yield,55.07,0.0000%
2281,GooseFX V2,Dexs,55.05,0.0000%
2282,ZenithSwap,Dexs,54.84,0.0000%
2283,CLAMM,Dexs,54.05,0.0000%
2284,Trinity Protocol,Risk Curators,53.31,0.0000%
2285,FluxusFi,Dexs,53.19,0.0000%
2286,Nether.Fi,Derivatives,53.01,0.0000%
2287,AethonSwap,Dexs,52.66,0.0000%
2288,YouSwap,Dexs,52.06,0.0000%
2289,BitZap,Dexs,51.77,0.0000%
2290,Sweep n Flip,NFT Marketplace,51.39,0.0000%
2291,AImstrong,Lending,51.22,0.0000%
2292,Omni Exchange V2,Dexs,50.68,0.0000%
2293,Vertex Perps,Derivatives,49.99,0.0000%
2294,Catalyst,Cross Chain Bridge,49.99,0.0000%
2295,Blast Bridge,Canonical Bridge,49.93,0.0000%
2296,QuantoSwap,Dexs,49.74,0.0000%
2297,BlueSpade,Derivatives,49.59,0.0000%
2298,ZenoLend,Lending,49.51,0.0000%
2299,CryptoSwap,Dexs,48.76,0.0000%
2300,Global Balanced Liquidity Index,Indexes,48.30,0.0000%
2301,KyotoSwap,Dexs,47.55,0.0000%
2302,Hodltree,Lending,47.53,0.0000%
2303,Sonic Market AMM,Dexs,46.28,0.0000%
2304,Procyon,Farm,46.13,0.0000%
2305,LeetSwap,Dexs,45.84,0.0000%
2306,LFGSwap Arbitrum,Dexs,45.54,0.0000%
2307,Gloom Finance,Dexs,45.52,0.0000%
2308,Juggler Red,Dexs,45.51,0.0000%
2309,SomeSwap AMM,Dexs,44.14,0.0000%
2310,Beamex Perps,Derivatives,43.91,0.0000%
2311,PancakeSwap Options,Options,43.17,0.0000%
2312,Sonic Market Liquidity Vault,Dexs,42.71,0.0000%
2313,SweetSwap,Dexs,42.68,0.0000%
2314,BaseYield,Yield Aggregator,42.24,0.0000%
2315,Valoro,Indexes,41.31,0.0000%
2316,Mobius Money,Dexs,41.11,0.0000%
2317,Poor Exchange,Dexs,40.70,0.0000%
2318,AptosLaunch,Launchpad,40.12,0.0000%
2319,stabble CLMM,Dexs,39.46,0.0000%
2320,Wavelength DAO,Dexs,39.37,0.0000%
2321,Jumbo Exchange,Dexs,39.37,0.0000%
2322,MapleDeFi,Yield,38.98,0.0000%
2323,Channels Finance,Lending,38.97,0.0000%
2324,BLUE Protocol,Reserve Currency,38.63,0.0000%
2325,FATExFi,Dexs,38.17,0.0000%
2326,SquaDeFi,SoFi,38.09,0.0000%
2327,CoinDrip,Payments,37.81,0.0000%
2328,Starbank,Dexs,37.57,0.0000%
2329,MegaETH Bridge,Canonical Bridge,37.20,0.0000%
2330,CoinCollect,Dexs,35.63,0.0000%
2331,OneDollarDCAE,DCA Tools,34.99,0.0000%
2332,SunflowerSwap,Farm,34.96,0.0000%
2333,sedge,Dexs,33.97,0.0000%
2334,BrightSide,Dexs,33.65,0.0000%
2335,Lava,Lending,33.58,0.0000%
2336,Gondi V3,NFT Lending,33.49,0.0000%
2337,GooseFX V1,Dexs,33.20,0.0000%
2338,Slender,Lending,32.97,0.0000%
2339,Viridian Exchange,Dexs,32.71,0.0000%
2340,LogX V2,Derivatives,32.68,0.0000%
2341,ApexSwap,Dexs,32.32,0.0000%
2342,OpenWorld Farm,Leveraged Farming,32.08,0.0000%
2343,Spiral Fi Mixer,Privacy,32.00,0.0000%
2344,U235,Lending,31.99,0.0000%
2345,Baso Finance,Dexs,31.82,0.0000%
2346,Kinto Bridge,Canonical Bridge,31.06,0.0000%
2347,Standard Spot CLOB,Dexs,31.01,0.0000%
2348,MYSO V1,Lending,30.62,0.0000%
2349,WardenSwap,Dexs,30.49,0.0000%
2350,MagicFox Swap,Dexs,30.47,0.0000%
2351,Ithaca Protocol,Options,30.39,0.0000%
2352,TidalDex,Dexs,29.97,0.0000%
2353,ScorePlay.xyz,Prediction Market,29.66,0.0000%
2354,Orbit Finance,Dexs,29.44,0.0000%
2355,ApolloDAO,Yield,29.37,0.0000%
2356,Unihedge,Prediction Market,29.06,0.0000%
2357,AbstraDEX,Dexs,28.91,0.0000%
2358,LootSwap,Dexs,28.53,0.0000%
2359,FlashLiquidity,Dexs,28.28,0.0000%
2360,Doora Inu,Yield,27.75,0.0000%
2361,Meow Protocol,Lending,27.38,0.0000%
2362,StationDEX V3,Dexs,27.28,0.0000%
2363,SurgeDefi,Dexs,27.14,0.0000%
2364,Moai V3,Dexs,26.37,0.0000%
2365,Baguette,Dexs,26.35,0.0000%
2366,RetroDefi,Yield,26.13,0.0000%
2367,NEX,Derivatives,25.56,0.0000%
2368,BaptSwap V1,Dexs,25.52,0.0000%
2369,SMBSwap V2,Dexs,25.29,0.0000%
2370,OnX Finance,Yield Aggregator,25.02,0.0000%
2371,Ubeswap V2,Dexs,24.95,0.0000%
2372,Circuit Protocol,Yield Aggregator,24.85,0.0000%
2373,UniFi,Dexs,24.69,0.0000%
2374,FstSwap,Dexs,24.45,0.0000%
2375,TaiDog,Yield,24.34,0.0000%
2376,Virtus Protocol AMM,Dexs,24.13,0.0000%
2377,BaptSwap V2,Dexs,24.12,0.0000%
2378,Revest Finance,NFT Lending,23.86,0.0000%
2379,Superman Swap,Yield Aggregator,23.59,0.0000%
2380,Chronos V2,Dexs,23.41,0.0000%
2381,BorgSwap,Yield,23.06,0.0000%
2382,KIM Exchange V1,Dexs,23.01,0.0000%
2383,WaterDendy,Yield,22.79,0.0000%
2384,Aquas Trade,Dexs,22.68,0.0000%
2385,dTRINITY dUSD,Partially Algorithmic Stablecoin,22.29,0.0000%
2386,LeMONAD,Dexs,22.24,0.0000%
2387,Revoswap,Dexs,22.22,0.0000%
2388,Litx,Dexs,22.12,0.0000%
2389,DegenHive AMM,Dexs,21.27,0.0000%
2390,unagiswap,Dexs,21.10,0.0000%
2391,Mobius Exchange,Dexs,20.68,0.0000%
2392,Ajira Pay Finance V1,Payments,20.40,0.0000%
2393,Bodh Finance,Lending,20.10,0.0000%
2394,Y2R,Yield Aggregator,20.04,0.0000%
2395,Glori Finance,Lending,20.00,0.0000%
2396,Chee Finance,Lending,19.81,0.0000%
2397,SundaeSwap V3,Dexs,19.49,0.0000%
2398,Flair Dex,Dexs,19.40,0.0000%
2399,ENNI,CDP,19.32,0.0000%
2400,SoulSwap,Dexs,18.97,0.0000%
2401,TydeShift,Dexs,18.96,0.0000%
2402,Coinhain,Dexs,18.61,0.0000%
2403,v60,Dexs,18.60,0.0000%
2404,savmSwap,Dexs,18.47,0.0000%
2405,Alium Swap,Dexs,18.20,0.0000%
2406,PepeDex,Gaming,17.83,0.0000%
2407,YieldFields,Dexs,17.80,0.0000%
2408,Phenix DEX,Dexs,17.43,0.0000%
2409,Moai V2,Dexs,17.37,0.0000%
2410,OKCSwap,Dexs,17.31,0.0000%
2411,OneSwap,Dexs,16.59,0.0000%
2412,SingularV,Risk Curators,16.45,0.0000%
2413,Xei Finance,Dexs,16.07,0.0000%
2414,OpenXswap,Dexs,15.96,0.0000%
2415,PowerSwap,Dexs,15.41,0.0000%
2416,ColaFactory,Farm,15.36,0.0000%
2417,Holdstation Swap,Dexs,15.30,0.0000%
2418,Clawloan,Uncollateralized Lending,15.16,0.0000%
2419,KuraSwap CL,Dexs,15.11,0.0000%
2420,EchoDEX V2,Dexs,14.30,0.0000%
2421,Kayak V3,Dexs,14.19,0.0000%
2422,TanukiX,Dexs,13.92,0.0000%
2423,Sobal,Dexs,13.49,0.0000%
2424,Asteria Finance,Dexs,13.33,0.0000%
2425,PowerFlow,Bridge,13.19,0.0000%
2426,FIAT DAO,Yield,13.02,0.0000%
2427,ABcDeFX,Dexs,12.90,0.0000%
2428,Zinax DAO,Farm,12.80,0.0000%
2429,Fizzswap V2,Dexs,12.56,0.0000%
2430,Jadeswap,Dexs,12.27,0.0000%
2431,Untangled RWA,RWA,12.02,0.0000%
2432,Tea-Fi,Yield,12.01,0.0000%
2433,Unichain Bridge,Canonical Bridge,12.00,0.0000%
2434,XRiSE33 Network,Dexs,12.00,0.0000%
2435,Tren Finance,CDP,11.98,0.0000%
2436,PyreSwap,Dexs,11.85,0.0000%
2437,Tealswap V3,Dexs,11.82,0.0000%
2438,Swapline V2,Dexs,11.76,0.0000%
2439,StackFi,Lending,11.63,0.0000%
2440,Silo Protocol,Options Vault,11.61,0.0000%
2441,Cakepie,Yield,11.61,0.0000%
2442,XY Finance,Cross Chain Bridge,11.55,0.0000%
2443,MethLab,Lending,11.44,0.0000%
2444,Ostrich,Derivatives,11.29,0.0000%
2445,Ice Colony,Yield,11.11,0.0000%
2446,Kimberlite,Yield,11.10,0.0000%
2447,Stacker Ventures,Yield,10.94,0.0000%
2448,BaseFinance,Dexs,10.75,0.0000%
2449,KlaySwap V3,Dexs,10.42,0.0000%
2450,Spectrumswap,Farm,10.16,0.0000%
2451,Liquid Driver,Yield,10.14,0.0000%
2452,Metavault Binary Options,Options,10.11,0.0000%
2453,ChampagneSwap,Dexs,10.10,0.0000%
2454,MortgageFi,Lending,10.09,0.0000%
2455,Powaa Protocol,Services,10.00,0.0000%
2456,NetWeave Vaults,Yield,10.00,0.0000%
2457,SMARDEX P2P Lending,Lending,10.00,0.0000%
2458,HOPE Lend,Lending,10.00,0.0000%
2459,PRINT3R,Derivatives,9.82,0.0000%
2460,AvaViking,Yield,9.63,0.0000%
2461,Pls2e,Dexs,9.62,0.0000%
2462,Kinetix AMM V2,Dexs,9.57,0.0000%
2463,Defi Master,Yield,9.57,0.0000%
2464,Fyde Protocol,Yield Aggregator,9.45,0.0000%
2465,Hydradex V3,Dexs,9.38,0.0000%
2466,DexPad,Launchpad,9.34,0.0000%
2467,zkBoost,Launchpad,9.20,0.0000%
2468,Amped Finance,Derivatives,9.01,0.0000%
2469,Mori Protocol,Dexs,9.00,0.0000%
2470,JBC.Finance,Leveraged Farming,8.98,0.0000%
2471,MultichainZ,Lending,8.98,0.0000%
2472,Synthetix V3,Derivatives,8.95,0.0000%
2473,Evolve eUSD,Yield Aggregator,8.94,0.0000%
2474,Evolve,Lending,8.82,0.0000%
2475,Maduck Club,Farm,8.73,0.0000%
2476,Nayms,Insurance,8.66,0.0000%
2477,Camel Farm,Farm,8.47,0.0000%
2478,SpiritSwap AMM,Dexs,8.26,0.0000%
2479,InkySwap,Dexs,8.13,0.0000%
2480,Grim Finance,Yield,8.09,0.0000%
2481,Energyfi,Dexs,7.85,0.0000%
2482,S Finance,Dexs,7.76,0.0000%
2483,BitGenie AMM,Dexs,7.75,0.0000%
2484,Hakka Finance,Derivatives,7.72,0.0000%
2485,ChadFinance,Dexs,7.71,0.0000%
2486,Capybara AMM,Dexs,7.60,0.0000%
2487,ButterSwap,Dexs,7.59,0.0000%
2488,Numbers Protocol,Services,7.55,0.0000%
2489,Foodcourt,Dexs,7.38,0.0000%
2490,SafeSwap,Dexs,7.31,0.0000%
2491,Bundie,Yield Aggregator,7.24,0.0000%
2492,SeaLightSwap,Dexs,7.21,0.0000%
2493,Purple Bridge DEX,Dexs,7.09,0.0000%
2494,Lexer Markets,Derivatives,7.07,0.0000%
2495,Coup Farm,Yield,7.02,0.0000%
2496,Avaware,Yield,6.76,0.0000%
2497,Y2K V2,Derivatives,6.61,0.0000%
2498,CyberFantasyFembots,Yield,6.61,0.0000%
2499,Ploutos Money,Lending,6.57,0.0000%
2500,Lucky38,Luck Games,6.56,0.0000%
2501,IguanaDEX V2,Dexs,6.48,0.0000%
2502,SquadSwap V2,Dexs,6.47,0.0000%
2503,KuraSwap Legacy,Dexs,6.31,0.0000%
2504,ELYFI,RWA,6.31,0.0000%
2505,SoliDex Finance V2,Dexs,6.17,0.0000%
2506,LowcostSwap,Yield,6.15,0.0000%
2507,KSwap Finance,Dexs,6.04,0.0000%
2508,Cypher V2,Dexs,6.00,0.0000%
2509,LineHub V2,Dexs,5.93,0.0000%
2510,fMoney,Lending,5.91,0.0000%
2511,GroveX,CEX,5.60,0.0000%
2512,FNDZ,Dexs,5.56,0.0000%
2513,RubikFarm,Farm,5.39,0.0000%
2514,ShibShift,Dexs,5.39,0.0000%
2515,Openworld Perps,Derivatives,5.30,0.0000%
2516,Oni Exchange,Dexs,5.19,0.0000%
2517,Snake Finance,Algo-Stables,5.19,0.0000%
2518,Micro Credit Project,Uncollateralized Lending,5.00,0.0000%
2519,Interest Protocol Stable Swap,Dexs,5.00,0.0000%
2520,onAVAX,Dexs,4.87,0.0000%
2521,MixSwap Finance,Farm,4.80,0.0000%
2522,Gaia DAO,Reserve Currency,4.80,0.0000%
2523,Keom Protocol,Lending,4.78,0.0000%
2524,YieldPulse Finance,Farm,4.76,0.0000%
2525,Ad-Astra Bridge,Bridge,4.63,0.0000%
2526,KTX Perps,Derivatives,4.61,0.0000%
2527,OpenEX,Dexs,4.59,0.0000%
2528,Memebox,Dexs,4.51,0.0000%
2529,Clutch Markets,Prediction Market,4.50,0.0000%
2530,Envelop,NftFi,4.47,0.0000%
2531,SomeSwap CL,Dexs,4.41,0.0000%
2532,Big Data Protocol,Yield,4.25,0.0000%
2533,Alterscope,Risk Curators,4.19,0.0000%
2534,Babylon Finance,Indexes,4.17,0.0000%
2535,JioSwap,Dexs,4.16,0.0000%
2536,HunnySwap,Dexs,4.06,0.0000%
2537,Pharaoh CL,Dexs,4.02,0.0000%
2538,TendieSwap,Dexs,4.00,0.0000%
2539,CirclePacific,Dexs,3.91,0.0000%
2540,AstroFi,Dexs,3.82,0.0000%
2541,Sirio Finance,Lending,3.56,0.0000%
2542,Axion Finance V3,Dexs,3.46,0.0000%
2543,Xray Swap,Yield,3.44,0.0000%
2544,Realperp,Derivatives,3.35,0.0000%
2545,VoltageSwap,Dexs,3.32,0.0000%
2546,CrossChain Bridge,Cross Chain Bridge,3.21,0.0000%
2547,SparkleX,Yield,3.21,0.0000%
2548,JetFuel Finance,Yield,3.16,0.0000%
2549,DeFiner,Lending,3.13,0.0000%
2550,Panda Chef,Farm,3.12,0.0000%
2551,Liquid Bolt,Yield,3.10,0.0000%
2552,Velox DEX,Dexs,3.09,0.0000%
2553,L2FINANCE,Lending,3.00,0.0000%
2554,Swapr V3,Dexs,2.89,0.0000%
2555,Auto Core,Yield Aggregator,2.73,0.0000%
2556,Blend Finance,Lending,2.69,0.0000%
2557,Frax Swap,Dexs,2.68,0.0000%
2558,W3swap,Dexs,2.64,0.0000%
2559,Solana Farm,Dexs,2.63,0.0000%
2560,Inferno Swap,Dexs,2.60,0.0000%
2561,Nirvana V1,CDP,2.51,0.0000%
2562,JaceSwap,Dexs,2.49,0.0000%
2563,Unilend V2,Lending,2.49,0.0000%
2564,Poseidollar,Algo-Stables,2.48,0.0000%
2565,Complus Network,Dexs,2.47,0.0000%
2566,MAMA,Dexs,2.47,0.0000%
2567,RocketSwap Base,Dexs,2.46,0.0000%
2568,Rho Protocol,Derivatives,2.43,0.0000%
2569,Poolside,Dexs,2.37,0.0000%
2570,MochiSwap,Dexs,2.28,0.0000%
2571,Voltage V3,Dexs,2.25,0.0000%
2572,Oxygen,Lending,2.21,0.0000%
2573,Euler V1,Lending,2.16,0.0000%
2574,Jujube Finance,Dexs,2.16,0.0000%
2575,Archon Bridge,Bridge,2.09,0.0000%
2576,Brink,Onchain Capital Allocator,2.07,0.0000%
2577,ZKEX,Dexs,2.02,0.0000%
2578,Snail Finance,Lending,2.01,0.0000%
2579,YFarmer,Risk Curators,2.00,0.0000%
2580,AGDEX,Derivatives,1.91,0.0000%
2581,Esper Finance,Dexs,1.90,0.0000%
2582,Kalmy App,Yield,1.88,0.0000%
2583,Morphex V2,Derivatives,1.84,0.0000%
2584,1Beam,Dexs,1.79,0.0000%
2585,Mirai,Yield,1.75,0.0000%
2586,The Ennead Farm,Yield,1.68,0.0000%
2587,Yogurt Finance,Farm,1.65,0.0000%
2588,Nexion DEX,Dexs,1.64,0.0000%
2589,BurgerSwap,Dexs,1.64,0.0000%
2590,Belief Market,Prediction Market,1.64,0.0000%
2591,Pangea Swap,Dexs,1.63,0.0000%
2592,KLEX Finance,Dexs,1.52,0.0000%
2593,Algodex,Dexs,1.50,0.0000%
2594,The Standard,CDP,1.47,0.0000%
2595,Rhombus Protocol,Lending,1.46,0.0000%
2596,StellaSwap V4,Dexs,1.44,0.0000%
2597,Rocky,CDP,1.43,0.0000%
2598,Orion Pools,Dexs,1.42,0.0000%
2599,GullNetwork Service,Farm,1.37,0.0000%
2600,Monocerus,Dexs,1.32,0.0000%
2601,EveryFinance,Indexes,1.29,0.0000%
2602,INDX,Indexes,1.27,0.0000%
2603,GmCash,Algo-Stables,1.26,0.0000%
2604,Depth,Dexs,1.25,0.0000%
2605,Epoch Island,Farm,1.23,0.0000%
2606,FoxSwap,Yield,1.22,0.0000%
2607,Dexodus Finance,Derivatives,1.22,0.0000%
2608,Lisk Bridge,Canonical Bridge,1.20,0.0000%
2609,Penguin,Dexs,1.20,0.0000%
2610,Avalon Superearn,Yield,1.20,0.0000%
2611,PMI Protocol,Indexes,1.20,0.0000%
2612,Royco V2,Yield,1.20,0.0000%
2613,Kassandra DAO,Indexes,1.19,0.0000%
2614,Eventum Bridge,Canonical Bridge,1.18,0.0000%
2615,O2 Exchange,Dexs,1.17,0.0000%
2616,Napier,Yield,1.16,0.0000%
2617,BWSWAP,Dexs,1.11,0.0000%
2618,ShekelSwap,Dexs,1.11,0.0000%
2619,Vingt.io,Indexes,1.08,0.0000%
2620,Fizzswap V3,Dexs,1.08,0.0000%
2621,GxyPad,Dexs,1.07,0.0000%
2622,SpiritSwap V3,Dexs,1.06,0.0000%
2623,Infy Protocol,NFT Lending,1.04,0.0000%
2624,KoalaSwap,Dexs,1.01,0.0000%
2625,SonicSwap,Dexs,1.01,0.0000%
2626,Themis Protocol,Lending,1.01,0.0000%
2627,Lume Finance,Farm,1.00,0.0000%
2628,Ace of Base,Farm,1.00,0.0000%
2629,DefiBox,Dexs,1.00,0.0000%
2630,Moth Finance,Algo-Stables,1.00,0.0000%
2631,Keel Finance,Yield,1.00,0.0000%
2632,Cerra,Lending,1.00,0.0000%
2633,dAMM Finance,Uncollateralized Lending,1.00,0.0000%
2634,Debets,Prediction Market,0.95,0.0000%
2635,OkieSwap V2,Dexs,0.93,0.0000%
2636,Rollup Finance Stake,Derivatives,0.91,0.0000%
2637,Bitlen Finance,Lending,0.89,0.0000%
2638,PixelSwap,Dexs,0.88,0.0000%
2639,Capy Finance,Farm,0.86,0.0000%
2640,Bitty,NFT Lending,0.85,0.0000%
2641,Moonchain,Chain,0.85,0.0000%
2642,Auro Finance,CDP,0.83,0.0000%
2643,ReHold V2,Yield,0.81,0.0000%
2644,Orcus Finance,Algo-Stables,0.81,0.0000%
2645,Baryon Network,Dexs,0.81,0.0000%
2646,JulSwap,Dexs,0.80,0.0000%
2647,Rabbit Swap,Dexs,0.79,0.0000%
2648,Pacman,Leveraged Farming,0.79,0.0000%
2649,Titano Swych,Dexs,0.64,0.0000%
2650,MARSWAP,Dexs,0.62,0.0000%
2651,RamsesX Polygon Legacy,Dexs,0.60,0.0000%
2652,40 Acres,Lending,0.58,0.0000%
